"ISO.x","Country","Latitude","Longitude","ISO.y","COVAX","Current.Vaccine.Introduction.Status","Current.or.Planned.Formulation","Vaccinated.Group","Current.Immunization.Program.Type","Universal.Introduction.Actual.Date","WHO.Region","Cases...cumulative.total","Cases...cumulative.total.per.100000.population","Cases...newly.reported.in.last.7.days","Cases...newly.reported.in.last.7.days.per.100000.population","Cases...newly.reported.in.last.24.hours","Deaths...cumulative.total","Deaths...cumulative.total.per.100000.population","Deaths...newly.reported.in.last.7.days","Deaths...newly.reported.in.last.7.days.per.100000.population","Deaths...newly.reported.in.last.24.hours","Transmission.Classification","Code","Day","new_vaccinations_smoothed_per_million"
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-02-10",0.0706
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-02-11",0.0794
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-02-12",0.0882
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-02-13",0.0894
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-02-14",0.0905
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-02-15",0.0914
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-02-16",0.0788
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-02-17",0.1225
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-02-18",0.2394
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-02-19",0.2552
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-02-20",0.2804
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-02-21",0.3059
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-02-22",0.3314
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-02-23",0.3308
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-02-24",0.3399
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-02-25",0.2763
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-02-26",0.2696
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-02-27",0.2623
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-02-28",0.2552
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-03-01",0.2479
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-03-02",0.247
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-03-03",0.2857
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-03-04",0.3241
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-03-05",0.3179
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-03-06",0.3282
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-03-07",0.3388
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-03-08",0.3493
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-03-09",0.3991
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-03-10",0.3432
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-03-11",0.2869
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-03-12",0.2977
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-03-13",0.2687
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-03-14",0.2397
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-03-15",0.2107
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-03-16",0.2221
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-03-17",0.2338
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-03-18",0.2189
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-03-19",0.2403
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-03-20",0.2435
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-03-21",0.2464
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-03-22",0.2494
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-03-23",0.259
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-03-24",0.3238
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-03-25",0.3607
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-03-26",0.325
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-03-27",0.4
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-03-28",0.475
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-03-29",0.55
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-03-30",0.6154
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-03-31",0.6262
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-04-01",0.5703
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-04-02",0.5735
"IS","Iceland",65,-18,NA,NA,NA,NA,NA,NA,NA,"Europe",6256,1718.05,51,14.01,5,29,7.96,0,0,0,"Community transmission","ISL","2021-04-03",0.5152
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2020-12-28",0.0024
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2020-12-29",0.002
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2020-12-30",0.0039
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2020-12-31",0.0135
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-01-01",0.0144
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-01-02",0.0227
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-01-03",0.0277
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-01-04",0.0436
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-01-05",0.0622
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-01-06",0.0764
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-01-07",0.0922
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-01-08",0.1121
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-01-09",0.1236
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-01-10",0.1295
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-01-11",0.1324
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-01-12",0.133
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-01-13",0.1398
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-01-14",0.1401
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-01-15",0.1385
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-01-16",0.1333
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-01-17",0.1277
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-01-18",0.1188
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-01-19",0.1072
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-01-20",0.0921
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-01-21",0.0783
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-01-22",0.0634
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-01-23",0.0572
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-01-24",0.0565
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-01-25",0.0625
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-01-26",0.0737
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-01-27",0.0832
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-01-28",0.0969
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-01-29",0.1137
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-01-30",0.1259
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-01-31",0.132
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-02-01",0.1359
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-02-02",0.1378
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-02-03",0.1446
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-02-04",0.1478
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-02-05",0.1499
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-02-06",0.1468
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-02-07",0.1425
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-02-08",0.138
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-02-09",0.1329
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-02-10",0.1265
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-02-11",0.1188
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-02-12",0.1109
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-02-13",0.1051
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-02-14",0.1022
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-02-15",0.1014
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-02-16",0.1024
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-02-17",0.1042
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-02-18",0.1077
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-02-19",0.1122
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-02-20",0.1181
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-02-21",0.1232
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-02-22",0.1333
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-02-23",0.1417
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-02-24",0.1517
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-02-25",0.1609
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-02-26",0.1712
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-02-27",0.1827
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-02-28",0.1891
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-03-01",0.196
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-03-02",0.2086
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-03-03",0.2235
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-03-04",0.2393
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-03-05",0.255
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-03-06",0.2667
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-03-07",0.2721
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-03-08",0.2822
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-03-09",0.2894
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-03-10",0.2955
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-03-11",0.3009
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-03-12",0.3021
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-03-13",0.3019
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-03-14",0.303
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-03-15",0.3012
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-03-16",0.2891
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-03-17",0.2782
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-03-18",0.2649
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-03-19",0.2567
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-03-20",0.2561
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-03-21",0.2617
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-03-22",0.2664
"IT","Italy",42.83,12.83,NA,NA,NA,NA,NA,NA,NA,"Europe",3717602,6233.25,110519,185.31,17209,112861,189.23,3014,5.05,487,"Clusters of cases","ITA","2021-03-23",0.2852
